ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,"Image-URL-L"""""",,,,,,,,,,,,,,,,,,,,,",pdf_link
1567187293,Silver's Spells for Protection,Silver Raven Wolf,2000,Llewellyn Publications,http://images.amazon.com/images/P/1567187293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567187293.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1567187293.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ACDK5fZ2h-sC&hl=&source=gbs_api
0803298145,When Worlds Collide (Bison Frontiers of Imagination),Philip Wylie,1999,University of Nebraska Press,http://images.amazon.com/images/P/0803298145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803298145.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0803298145.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=S3O5wwG7b6AC&hl=&source=gbs_api
1565928431,"ASP in a Nutshell"","" 2nd Edition",A. Keyton Weissinger,2000,O'Reilly,http://images.amazon.com/images/P/1565928431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565928431.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1565928431.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=6bObAgAAQBAJ&hl=&source=gbs_api
1565926994,Programming the Perl DBI,Alligator Descartes,2000,O'Reilly,http://images.amazon.com/images/P/1565926994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565926994.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1565926994.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=zbnkLLaFxtcC&hl=&source=gbs_api
0486211339,Odd John and Sirius: Two Science Fiction Novels,William Olaf Stapledon,1972,Dover Publications,http://images.amazon.com/images/P/0486211339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486211339.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486211339.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=r5zLicj8VNEC&hl=&source=gbs_api
0671002570,Klingon: Star Trek,Dean Wesley Smith,1996,Star Trek,http://images.amazon.com/images/P/0671002570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002570.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671002570.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=n4zz-mrj8XwC&hl=&source=gbs_api
0671794264,The Devil's Heart (Star Trek: The Next Generation),Carter Carmen,1994,Star Trek,http://images.amazon.com/images/P/0671794264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671794264.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671794264.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=qgLANnxJdrAC&hl=&source=gbs_api
0878331824,"Trying Again: A Guide to Pregnancy After Miscarriage"", Stillbirth,"" and Infant Loss",Ann Douglas,2000,Taylor Trade Publishing,http://images.amazon.com/images/P/0878331824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878331824.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0878331824.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=XkqThNVnq5UC&hl=&source=gbs_api
089529768X,Lick the Sugar Habit,Nancy Appleton,1996,Avery Publishing Group,http://images.amazon.com/images/P/089529768X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089529768X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/089529768X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=hiZaX4-Ode8C&hl=&source=gbs_api
0671635743,"The IDIC Epidemic (Star Trek"","" Book 38)",Jean Lorrah,1988,Star Trek,http://images.amazon.com/images/P/0671635743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671635743.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671635743.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=YkX9qtGpdAMC&hl=&source=gbs_api
1559702125,Letters to Sartre,Simone de Beauvoir,1993,Arcade Publishing,http://images.amazon.com/images/P/1559702125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559702125.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1559702125.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=h6gWepdzVlYC&hl=&source=gbs_api
880781076X,Eva Luna,Isabel Allende,1995,Feltrinelli,http://images.amazon.com/images/P/880781076X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/880781076X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/880781076X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=w9CrK8F8fq0C&hl=&source=gbs_api
8807804506,La Mia Africa,Blixen,0,Feltrinelli,http://images.amazon.com/images/P/8807804506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807804506.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807804506.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=LtHQDBmLq3QC&hl=&source=gbs_api
8831508407,Mal d'amore: Come affrontare i problemi della vita sentimentale (Psicologia e personalitÃ ),Valerio Albisetti,1994,Edizioni paoline,http://images.amazon.com/images/P/8831508407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8831508407.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8831508407.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ekTdLr5UN8kC&hl=&source=gbs_api
0439078059,"Isabel: Jewel of Castilla"", Spain,"" 1466 (The Royal Diaries)",Carolyn Meyer,2000,Scholastic,http://images.amazon.com/images/P/0439078059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439078059.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0439078059.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Lyuk8kX2KIgC&hl=&source=gbs_api
0395827418,Martha Calling,Susan Meddaugh,1996,Houghton Mifflin Co,http://images.amazon.com/images/P/0395827418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395827418.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0395827418.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=DOakFnp6JVYC&hl=&source=gbs_api
0684852772,The Spirit of St. Louis (Scribner Classic),Charles A. Lindbergh,1998,Scribner,http://images.amazon.com/images/P/0684852772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684852772.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684852772.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=1NgGzzsR74cC&hl=&source=gbs_api
0806961740,The Little Giant Book of Optical Illusions,Keith Kay,1997,Sterling Publishing,http://images.amazon.com/images/P/0806961740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806961740.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0806961740.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=10eqCN7_zDUC&hl=&source=gbs_api
0689824351,Steal Away Home,Lois Ruby,1999,Aladdin,http://images.amazon.com/images/P/0689824351.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689824351.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689824351.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=XvgEHx7q3DgC&hl=&source=gbs_api
0684823772,JOYFUL CHRISTIAN,C.S. Lewis,1996,Scribner,http://images.amazon.com/images/P/0684823772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684823772.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684823772.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=kzF8EoKw89oC&hl=&source=gbs_api
0800786084,In His Steps,Charles M. Sheldon,1993,Revell,http://images.amazon.com/images/P/0800786084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800786084.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0800786084.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=wqkIDSDCMywC&hl=&source=gbs_api
0395070902,Shane,Jack Warner Schaefer,1992,Houghton Mifflin Company,http://images.amazon.com/images/P/0395070902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395070902.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0395070902.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=L1ISSrCwIQwC&hl=&source=gbs_api
0684835355,CLOUD CHAMBER: A NOVEL,Michael Dorris,1998,Scribner,http://images.amazon.com/images/P/0684835355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835355.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684835355.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=tTXP8P9qWQoC&hl=&source=gbs_api
1567184855,Journey of Souls: Case Studies of Life Between Lives,Michael Newton,1994,Llewellyn Publications,http://images.amazon.com/images/P/1567184855.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567184855.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1567184855.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=7c7ZAgAAQBAJ&hl=&source=gbs_api
0387986065,The Observer's Sky Atlas: With 50 Star Charts Covering the Entire Sky,Erich Karkoschka,1999,Springer-Verlag Telos,http://images.amazon.com/images/P/0387986065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0387986065.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0387986065.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=zMX0G3YRRf0C&hl=&source=gbs_api
048626968X,White Fang (Dover Thrift Editions),Jack London,1991,Dover Publications,http://images.amazon.com/images/P/048626968X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/048626968X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/048626968X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=lwIeAwAAQBAJ&hl=&source=gbs_api
0743442482,The Adventures of Buckaroo Banzai : Across the Eighth Dimension,Earl Mac Rauch,2001,Pocket,http://images.amazon.com/images/P/0743442482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743442482.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743442482.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=kddIYWJRpQcC&hl=&source=gbs_api
0195061675,Antigone (Greek Tragedy in New Translations),Sophocles,1990,Oxford University Press,http://images.amazon.com/images/P/0195061675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195061675.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0195061675.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=U3M8DwAAQBAJ&hl=&source=gbs_api
0486270637,Five Great Short Stories (Dover Thrift Editions),Jack London,1992,Dover Publications,http://images.amazon.com/images/P/0486270637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486270637.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486270637.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=rTEjAwAAQBAJ&hl=&source=gbs_api
039597707X,3  Bowls : Vegetarian Recipes from an American Zen Buddhist Monastery,Seppo Ed Farrey,2000,Houghton Mifflin,http://images.amazon.com/images/P/039597707X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039597707X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/039597707X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=JAdXsNXVokoC&hl=&source=gbs_api
0231121989,Salt,Pierre Laszlo,2001,Columbia University Press,http://images.amazon.com/images/P/0231121989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0231121989.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0231121989.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=p6irAgAAQBAJ&hl=&source=gbs_api
0395860032,Poems of Akhmatova : Izbrannye Stikhi,Anna Akhmatova,1997,Mariner Books,http://images.amazon.com/images/P/0395860032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395860032.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0395860032.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=IieMLeWZ2tQC&hl=&source=gbs_api
0253204232,Beyond the Veil: Male-Female Dynamics in a Modern Muslim Society,Fatima Mernissi,1987,Indiana University Press,http://images.amazon.com/images/P/0253204232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0253204232.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0253204232.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=4F-xf-R9vNEC&hl=&source=gbs_api
0520011309,Henry VIII,J. J. Scarisbrick,1968,University of California Press,http://images.amazon.com/images/P/0520011309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520011309.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0520011309.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=smr4IlxC7VMC&hl=&source=gbs_api
067170561X,"Contamination (Star Trek: The Next Generation"","" No. 16)",John Vornholt,1991,Star Trek,http://images.amazon.com/images/P/067170561X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067170561X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/067170561X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=t5TthigkgD4C&hl=&source=gbs_api
1853260096,Hamlet (Wordsworth Classics),William Shakespeare,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260096.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853260096.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=EfYY4-P4MrkC&hl=&source=gbs_api
0521398266,The Pastons and their England : Studies in an Age of Transition (Canto original series),H. S. Bennett,1990,Cambridge University Press,http://images.amazon.com/images/P/0521398266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0521398266.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0521398266.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=rGnGpkf_zvkC&hl=&source=gbs_api
0439053870,Civil War Ghosts,Daniel Cohen,1999,Scholastic,http://images.amazon.com/images/P/0439053870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439053870.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0439053870.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=CtWgFpYLTlEC&hl=&source=gbs_api
0152167919,Once Upon a Marigold,Jean Ferris,2002,Harcourt Children's Books,http://images.amazon.com/images/P/0152167919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152167919.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0152167919.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=eBdkerhfN1IC&hl=&source=gbs_api
0195154991,Your Name Is Renee: Ruth Kapp Hartz's Story As a Hidden Child in Nazi-Occupied France,Stacy Cretzmeyer,2002,Oxford University Press,http://images.amazon.com/images/P/0195154991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195154991.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0195154991.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=1Tir1AZdxocC&hl=&source=gbs_api
0395562333,Tacky the Penguin (Sandpiper Books),Helen Lester,1990,Houghton Mifflin/Walter Lorraine Books,http://images.amazon.com/images/P/0395562333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395562333.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0395562333.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=3w_99EgBwwoC&hl=&source=gbs_api
0684856220,CUPID AND DIANA: A Novel,Christina Bartolomeo,1999,Scribner,http://images.amazon.com/images/P/0684856220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684856220.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684856220.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ZxDhXC5SygYC&hl=&source=gbs_api
068486441X,Eating The Cheshire Cat: A Novel,Helen Ellis,2001,Scribner,http://images.amazon.com/images/P/068486441X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068486441X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/068486441X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ORwWBnQwLlwC&hl=&source=gbs_api
0689848641,Witch-Hunt : Mysteries of the Salem Witch Trials,Marc Aronson,2003,Atheneum,http://images.amazon.com/images/P/0689848641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689848641.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689848641.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=NF9lqI2Ut5gC&hl=&source=gbs_api
1557093334,Little Maid of Virginia (Little Maid),Alice Turner Curtis,1998,Applewood Books,http://images.amazon.com/images/P/1557093334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557093334.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1557093334.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=5D7OMicMKzcC&hl=&source=gbs_api
0671527886,POSSESSION,Ann Rule,1997,Pocket,http://images.amazon.com/images/P/0671527886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671527886.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671527886.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=kwFOFF2FlqgC&hl=&source=gbs_api
0671526723,Audrey Hepburns Neck,Alan Brown,1997,Pocket,http://images.amazon.com/images/P/0671526723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671526723.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671526723.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=PgDYx3ro9uoC&hl=&source=gbs_api
0671787209,Dreamworld,Jane Goldman,2000,MTV,http://images.amazon.com/images/P/0671787209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671787209.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671787209.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=GqSnfUMEz5EC&hl=&source=gbs_api
039595777X,Love Poems,Anne Sexton,1999,Mariner Books,http://images.amazon.com/images/P/039595777X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039595777X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/039595777X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=reBhZgbNrVUC&hl=&source=gbs_api
068480302X,Exorcising Your Ex : How to Get Rid of the Demons of Relationships Past,Elizabeth Kuster,1996,Fireside,http://images.amazon.com/images/P/068480302X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068480302X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/068480302X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=n_2Lzwu65VMC&hl=&source=gbs_api
0395971179,Dare Truth or Promise,Paula Boock,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0395971179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395971179.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0395971179.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=vJUrn3qhBaoC&hl=&source=gbs_api
0802137008,Pure,Rebbecca Ray,2000,Grove Press,http://images.amazon.com/images/P/0802137008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802137008.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0802137008.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=zcguFoAKVzEC&hl=&source=gbs_api
1565123190,Traveling While Married,Mary-Lou Weisman,2003,Algonquin Books of Chapel Hill,http://images.amazon.com/images/P/1565123190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565123190.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1565123190.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=c8t6r5vqfDEC&hl=&source=gbs_api
0943233828,More Random Acts of Kindness,Conari Press,1994,Conari Press,http://images.amazon.com/images/P/0943233828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0943233828.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0943233828.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=N1kXs7H7AwIC&hl=&source=gbs_api
0425113884,Mortal Fear,Robin Cook,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425113884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425113884.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0425113884.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=uUmO645s67YC&hl=&source=gbs_api
0618127038,Village Centenary (Chronicles of Fairacre),Miss Read,2001,Mariner Books,http://images.amazon.com/images/P/0618127038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618127038.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0618127038.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=5pbsUsBGzOUC&hl=&source=gbs_api
1567182186,True Hauntings: Spirits With a Purpose,Hazel M. Denning,1996,Llewellyn Publications,http://images.amazon.com/images/P/1567182186.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567182186.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1567182186.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=cB8KsOlD7QAC&hl=&source=gbs_api
0590460560,"A Stitch in Time: A Quilt Trilogy (Quilt Trilogy"","" No 1)",Ann Rinaldi,1995,Point,http://images.amazon.com/images/P/0590460560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590460560.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0590460560.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=96lyt_iEPy4C&hl=&source=gbs_api
0590460528,Blue Door: Quilt Trilogy (Quilt Trilogy),Ann Rinaldi,1999,Scholastic,http://images.amazon.com/images/P/0590460528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590460528.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0590460528.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=XfUcgmNpNVcC&hl=&source=gbs_api
0590460544,"Broken Days (Quilt Trilogy"","" No 2)",Ann Rinaldi,1997,Scholastic,http://images.amazon.com/images/P/0590460544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590460544.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0590460544.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ccbmnUe8ufcC&hl=&source=gbs_api
1874508003,Bible Basics: A Study Manual: Revealing the Joy and Peace of True Christianity,Duncan Heaster,1999,Christadelphian Advancement Trust,http://images.amazon.com/images/P/1874508003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1874508003.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1874508003.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=cF1khBDZDaQC&hl=&source=gbs_api
0849953421,Let The Journey Begin God's Roadmap For New Beginnings,Max Lucado,1998,J Countryman Books,http://images.amazon.com/images/P/0849953421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849953421.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0849953421.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=nt9cO0XySy8C&hl=&source=gbs_api
0664254829,Saint Paul at the Movies: The Apostle's Dialogue With American Culture,Robert Jewett,1993,Westminster John Knox Press,http://images.amazon.com/images/P/0664254829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0664254829.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0664254829.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=8ggdihl9BfoC&hl=&source=gbs_api
059040024X,The Magic School Bus Gets Ants in Its Pants: A Book About Ants (Magic School Bus (Paperback)),Joanna Cole,1996,Scholastic,http://images.amazon.com/images/P/059040024X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059040024X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/059040024X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=o--JNyB-3jkC&hl=&source=gbs_api
0590543199,Mine Eyes Have Seen,Ann Rinaldi,2002,Scholastic,http://images.amazon.com/images/P/0590543199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590543199.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0590543199.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=TLh-3X1E9u0C&hl=&source=gbs_api
